id	title	meter	full	p1	p2	p3	p4	pr_p1	pr_p2	pr_p3	pr_p4	needs_split_practice	has_p12	has_p34	mode	artha_sa	meaning_en
vsn_057	VS-21	अनुष्टुप्	मरीचिर्दमनो हंसः सुपर्णो भुजगोत्तमः । हिरण्यनाभः सुतपाः पद्मनाभः प्रजापतिः ॥२१॥	मरीचिर्दमनो हंसः	सुपर्णो भुजगोत्तमः ।	हिरण्यनाभः सुतपाः	पद्मनाभः प्रजापतिः ॥२१॥					FALSE	TRUE	TRUE			
vsn_058	VS-22	अनुष्टुप्	अमृत्युः सर्वदृक् सिंहः सन्धाता सन्धिमान् स्थिरः । अजो दुर्मर्षणः शास्ता विश्रुतात्मा सुरारिहा ॥२२॥	अमृत्युः सर्वदृक् सिंहः	सन्धाता सन्धिमान् स्थिरः ।	अजो दुर्मर्षणः शास्ता	विश्रुतात्मा सुरारिहा ॥२२॥					FALSE	TRUE	TRUE			
vsn_059	VS-23	अनुष्टुप्	गुरुर्गुरुतमो धाम सत्यः सत्यपराक्रमः । निमिषोऽनिमिषः स्रग्वी वाचस्पतिरुदारधीः ॥२३॥	गुरुर्गुरुतमो धाम	सत्यः सत्यपराक्रमः ।	निमिषोऽनिमिषः स्रग्वी	वाचस्पतिरुदारधीः ॥२३॥					FALSE	TRUE	TRUE			
vsn_060	VS-24	अनुष्टुप्	अग्रणीर्ग्रामणीः श्रीमान् न्यायो नेता समीरणः । सहस्रमूर्धा विश्वात्मा सहस्राक्षः सहस्रपात् ॥२४॥	अग्रणीर्ग्रामणीः श्रीमान्	न्यायो नेता समीरणः ।	सहस्रमूर्धा विश्वात्मा	सहस्राक्षः सहस्रपात् ॥२४॥					FALSE	TRUE	TRUE			
vsn_061	VS-25	अनुष्टुप्	आवर्तनो निवृत्तात्मा संवृतः सम्प्रमर्दनः । अहः संवर्तको वह्निरनिलो धरणीधरः ॥२५॥	आवर्तनो निवृत्तात्मा	संवृतः सम्प्रमर्दनः ।	अहः संवर्तको वह्निः	अनिलो धरणीधरः ॥२५॥					FALSE	TRUE	TRUE			
vsn_062	VS-26	अनुष्टुप्	सुप्रसादः प्रसन्नात्मा विश्वधृग्विश्वभुग्विभुः । सत्कर्ता सत्कृतः साधुर्जह्नुर्नारायणो नरः ॥२६॥	सुप्रसादः प्रसन्नात्मा	विश्वधृग्विश्वभुग्विभुः ।	सत्कर्ता सत्कृतः साधुः	जह्नुर्नारायणो नरः ॥२६॥					FALSE	TRUE	TRUE			
vsn_063	VS-27	अनुष्टुप्	असङ्ख्येयोऽप्रमेयात्मा विशिष्टः शिष्टकृच्छुचिः । सिद्धार्थः सिद्धसङ्कल्पः सिद्धिदः सिद्धिसाधनः ॥२७॥	असङ्ख्येयोऽप्रमेयात्मा	विशिष्टः शिष्टकृच्छुचिः ।	सिद्धार्थः सिद्धसङ्कल्पः	सिद्धिदः सिद्धिसाधनः ॥२७॥					FALSE	TRUE	TRUE			
vsn_064	VS-28	अनुष्टुप्	वृषाही वृषभो विष्णुर्वृषपर्वा वृषोदरः । वर्धनो वर्धमानश्च विविक्तः श्रुतिसागरः ॥२८॥	वृषाही वृषभो विष्णुः	वृषपर्वा वृषोदरः ।	वर्धनो वर्धमानश्च	विविक्तः श्रुतिसागरः ॥२८॥					FALSE	TRUE	TRUE			
vsn_065	VS-29	अनुष्टुप्	सुभुजो दुर्धरो वाग्मी महेन्द्रो वसुदो वसुः । नैकरूपो बृहद्रूपः शिपिविष्टः प्रकाशनः ॥२९॥	सुभुजो दुर्धरो वाग्मी	महेन्द्रो वसुदो वसुः ।	नैकरूपो बृहद्रूपः	शिपिविष्टः प्रकाशनः ॥२९॥					FALSE	TRUE	TRUE			
vsn_066	VS-30	अनुष्टुप्	ओजस्तेजोद्युतिधरः प्रकाशात्मा प्रतापनः । ऋद्धः स्पष्टाक्षरो मन्त्रश्चन्द्रांशुर्भास्करद्युतिः ॥३०॥	ओजस्तेजोद्युतिधरः	प्रकाशात्मा प्रतापनः ।	ऋद्धः स्पष्टाक्षरो मन्त्रः	चन्द्रांशुर्भास्करद्युतिः ॥३०॥					FALSE	TRUE	TRUE			
vsn_067	VS-31	अनुष्टुप्	अमृतांशूद्भवो भानुः शशबिन्दुः सुरेश्वरः । औषधं जगतः सेतुः सत्यधर्मपराक्रमः ॥३१॥	अमृतांशूद्भवो भानुः	शशबिन्दुः सुरेश्वरः ।	औषधं जगतः सेतुः	सत्यधर्मपराक्रमः ॥३१॥					FALSE	TRUE	TRUE			
vsn_068	VS-32	अनुष्टुप्	भूतभव्यभवन्नाथः पवनः पावनोऽनलः । कामहा कामकृत्कान्तः कामः कामप्रदः प्रभुः ॥३२॥	भूतभव्यभवन्नाथः	पवनः पावनोऽनलः ।	कामहा कामकृत्कान्तः	कामः कामप्रदः प्रभुः ॥३२॥					FALSE	TRUE	TRUE			
vsn_069	VS-33	अनुष्टुप्	युगादिकृद्युगावर्तो नैकमायो महाशनः । अदृश्यो व्यक्तरूपश्च सहस्रजिदनन्तजित् ॥३३॥	युगादिकृद्युगावर्तः	नैकमायो महाशनः ।	अदृश्यो व्यक्तरूपश्च	सहस्रजिदनन्तजित् ॥३३॥					FALSE	TRUE	TRUE			
vsn_070	VS-34	अनुष्टुप्	इष्टोऽविशिष्टः शिष्टेष्टः शिखण्डी नहुषो वृषः । क्रोधहा क्रोधकृत्कर्ता विश्वबाहुर्महीधरः ॥३४॥	इष्टोऽविशिष्टः शिष्टेष्टः	शिखण्डी नहुषो वृषः ।	क्रोधहा क्रोधकृत्कर्ता	विश्वबाहुर्महीधरः ॥३४॥					FALSE	TRUE	TRUE			
vsn_071	VS-35	अनुष्टुप्	अच्युतः प्रथितः प्राणः प्राणदो वासवानुजः । अपान्निधिरधिष्ठानमप्रमत्तः प्रतिष्ठितः ॥३५॥	अच्युतः प्रथितः प्राणः	प्राणदो वासवानुजः ।	अपान्निधिरधिष्ठानम्	अप्रमत्तः प्रतिष्ठितः ॥३५॥					FALSE	TRUE	TRUE			
vsn_072	VS-36	अनुष्टुप्	स्कन्दः स्कन्दधरो धुर्यो वरदो वायुवाहनः । वासुदेवो बृहद्भानुरादिदेवः पुरन्दरः ॥३६॥	स्कन्दः स्कन्दधरो धुर्यः	वरदो वायुवाहनः ।	वासुदेवो बृहद्भानुः	आदिदेवः पुरन्दरः ॥३६॥					FALSE	TRUE	TRUE			
vsn_073	VS-37	अनुष्टुप्	अशोकस्तारणस्तारः शूरः शौरिर्जनेश्वरः । अनुकूलः शतावर्तः पद्मी पद्मनिभेक्षणः ॥३७॥	अशोकस्तारणस्तारः	शूरः शौरिर्जनेश्वरः ।	अनुकूलः शतावर्तः	पद्मी पद्मनिभेक्षणः ॥३७॥					FALSE	TRUE	TRUE			
vsn_074	VS-38	अनुष्टुप्	पद्मनाभोऽरविन्दाक्षः पद्मगर्भः शरीरभृत् । महर्धिरृद्धो वृद्धात्मा महाक्षो गरुडध्वजः ॥३८॥	पद्मनाभोऽरविन्दाक्षः	पद्मगर्भः शरीरभृत् ।	महर्धिरृद्धो वृद्धात्मा	महाक्षो गरुडध्वजः ॥३८॥					FALSE	TRUE	TRUE			
vsn_075	VS-39	अनुष्टुप्	अतुलः शरभो भीमः समयज्ञो हविर्हरिः । सर्वलक्षणलक्षण्यो लक्ष्मीवान् समितिञ्जयः ॥३९॥	अतुलः शरभो भीमः	समयज्ञो हविर्हरिः ।	सर्वलक्षणलक्षण्यः	लक्ष्मीवान् समितिञ्जयः ॥३९॥					FALSE	TRUE	TRUE			
vsn_076	VS-40	अनुष्टुप्	विक्षरो रोहितो मार्गो हेतुर्दामोदरः सहः । महीधरो महाभागो वेगवानमिताशनः ॥४०॥	विक्षरो रोहितो मार्गः	हेतुर्दामोदरः सहः ।	महीधरो महाभागः	वेगवानमिताशनः ॥४०॥					FALSE	TRUE	TRUE			
vsn_077	VS-41	अनुष्टुप्	उद्भवः क्षोभणो देवः श्रीगर्भः परमेश्वरः । करणं कारणं कर्ता विकर्ता गहनो गुहः ॥४१॥	उद्भवः क्षोभणो देवः	श्रीगर्भः परमेश्वरः ।	करणं कारणं कर्ता	विकर्ता गहनो गुहः ॥४१॥					FALSE	TRUE	TRUE			
vsn_078	VS-42	अनुष्टुप्	व्यवसायो व्यवस्थानः संस्थानः स्थानदो ध्रुवः । परर्धिः परमस्पष्टः तुष्टः पुष्टः शुभेक्षणः ॥४२॥	व्यवसायो व्यवस्थानः	संस्थानः स्थानदो ध्रुवः ।	परर्धिः परमस्पष्टः	तुष्टः पुष्टः शुभेक्षणः ॥४२॥					FALSE	TRUE	TRUE			
vsn_079	VS-43	अनुष्टुप्	रामो विरामो विरतो मार्गोनेयो नयोऽनयः । वीरः शक्तिमतां श्रेष्ठो धर्मो धर्मविदुत्तमः ॥४३॥	रामो विरामो विरतः	मार्गोनेयो नयोऽनयः ।	वीरः शक्तिमतां श्रेष्ठः	धर्मो धर्मविदुत्तमः ॥४३॥					FALSE	TRUE	TRUE			
vsn_080	VS-44	अनुष्टुप्	वैकुण्ठः पुरुषः प्राणः प्राणदः प्रणवः पृथुः । हिरण्यगर्भः शत्रुघ्नो व्याप्तो वायुरधोक्षजः ॥४४॥	वैकुण्ठः पुरुषः प्राणः	प्राणदः प्रणवः पृथुः ।	हिरण्यगर्भः शत्रुघ्नः	व्याप्तो वायुरधोक्षजः ॥४४॥					FALSE	TRUE	TRUE			
vsn_081	VS-45	अनुष्टुप्	ऋतुः सुदर्शनः कालः परमेष्ठी परिग्रहः । उग्रः संवत्सरो दक्षो विश्रामो विश्वदक्षिणः ॥४५॥	ऋतुः सुदर्शनः कालः	परमेष्ठी परिग्रहः ।	उग्रः संवत्सरो दक्षः	विश्रामो विश्वदक्षिणः ॥४५॥					FALSE	TRUE	TRUE			
vsn_082	VS-46	अनुष्टुप्	विस्तारः स्थावरस्थाणुः प्रमाणं बीजमव्ययम् । अर्थोऽनर्थो महाकोशो महाभोगो महाधनः ॥४६॥	विस्तारः स्थावरस्थाणुः	प्रमाणं बीजमव्ययम् ।	अर्थोऽनर्थो महाकोशः	महाभोगो महाधनः ॥४६॥					FALSE	TRUE	TRUE			
vsn_083	VS-47	अनुष्टुप्	अनिर्विण्णः स्थविष्ठो भूर्धर्मयूपो महामखः । नक्षत्रनेमिर्नक्षत्री क्षमः क्षामः समीहनः ॥४७॥	अनिर्विण्णः स्थविष्ठो भूः	धर्मयूपो महामखः ।	नक्षत्रनेमिर्नक्षत्री क्षमः	क्षामः समीहनः ॥४७॥					FALSE	TRUE	TRUE			
vsn_084	VS-48	अनुष्टुप्	यज्ञ इज्यो महेज्यश्च क्रतुः सत्रं सताङ्गतिः । सर्वदर्शी विमुक्तात्मा सर्वज्ञो ज्ञानमुत्तमम् ॥४८॥	यज्ञ इज्यो महेज्यश्च	क्रतुः सत्रं सताङ्गतिः ।	सर्वदर्शी विमुक्तात्मा	सर्वज्ञो ज्ञानमुत्तमम् ॥४८॥					FALSE	TRUE	TRUE			
vsn_085	VS-49	अनुष्टुप्	सुव्रतः सुमुखः सूक्ष्मः सुघोषः सुखदः सुहृत् । मनोहरो जितक्रोधो वीरबाहुर्विदारणः ॥४९॥	सुव्रतः सुमुखः सूक्ष्मः	सुघोषः सुखदः सुहृत् ।	मनोहरो जितक्रोधः	वीरबाहुर्विदारणः ॥४९॥					FALSE	TRUE	TRUE			
vsn_086	VS-50	अनुष्टुप्	स्वापनः स्ववशो व्यापी नैकात्मा नैककर्मकृत् । वत्सरो वत्सलो वत्सी रत्नगर्भो धनेश्वरः ॥५०॥	स्वापनः स्ववशो व्यापी	नैकात्मा नैककर्मकृत् ।	वत्सरो वत्सलो वत्सी	रत्नगर्भो धनेश्वरः ॥५०॥					FALSE	TRUE	TRUE			
vsn_087	VS-51	अनुष्टुप्	धर्मगुब्धर्मकृद्धर्मी सदसत्क्षरमक्षरम् । अविज्ञाता सहस्त्रांशुर्विधाता कृतलक्षणः ॥५१॥	धर्मगुब्धर्मकृद्धर्मी	सदसत्क्षरमक्षरम् ।	अविज्ञाता सहस्त्रांशुः	विधाता कृतलक्षणः ॥५१॥					FALSE	TRUE	TRUE			
vsn_088	VS-52	अनुष्टुप्	गभस्तिनेमिः सत्त्वस्थः सिंहो भूतमहेश्वरः । आदिदेवो महादेवो देवेशो देवभृद्गुरुः ॥५२॥	गभस्तिनेमिः सत्त्वस्थः	सिंहो भूतमहेश्वरः ।	आदिदेवो महादेवः	देवेशो देवभृद्गुरुः ॥५२॥					FALSE	TRUE	TRUE			
vsn_089	VS-53	अनुष्टुप्	उत्तरो गोपतिर्गोप्ता ज्ञानगम्यः पुरातनः । शरीरभूतभृद्भोक्ता कपीन्द्रो भूरिदक्षिणः ॥५३॥	उत्तरो गोपतिर्गोप्ता	ज्ञानगम्यः पुरातनः ।	शरीरभूतभृद्भोक्ता	कपीन्द्रो भूरिदक्षिणः ॥५३॥					FALSE	TRUE	TRUE			
vsn_090	VS-54	अनुष्टुप्	सोमपोऽमृतपः सोमः पुरुजित्पुरुसत्तमः । विनयो जयः सत्यसन्धो दाशार्हः सात्वतां पतिः ॥५४॥	सोमपोऽमृतपः सोमः	पुरुजित्पुरुसत्तमः ।	विनयो जयः सत्यसन्धः	दाशार्हः सात्वतां पतिः ॥५४॥					FALSE	TRUE	TRUE			
vsn_091	VS-55	अनुष्टुप्	जीवो विनयिता साक्षी मुकुन्दोऽमितविक्रमः । अम्भोनिधिरनन्तात्मा महोदधिशयोन्तकः ॥५५॥	जीवो विनयिता साक्षी	मुकुन्दोऽमितविक्रमः ।	अम्भोनिधिरनन्तात्मा	महोदधिशयोन्तकः ॥५५॥					FALSE	TRUE	TRUE			
vsn_092	VS-56	अनुष्टुप्	अजो महार्हः स्वाभाव्यो जितामित्रः प्रमोदनः । आनन्दोऽनन्दनो नन्दः सत्यधर्मा त्रिविक्रमः ॥५६॥	अजो महार्हः स्वाभाव्यः	जितामित्रः प्रमोदनः ।	आनन्दोऽनन्दनो नन्दः	सत्यधर्मा त्रिविक्रमः ॥५६॥					FALSE	TRUE	TRUE			
vsn_093	VS-57	अनुष्टुप्	महर्षिः कपिलाचार्यः कृतज्ञो मेदिनीपतिः । त्रिपदस्त्रिदशाध्यक्षो महाशृङ्गः कृतान्तकृत् ॥५७॥	महर्षिः कपिलाचार्यः	कृतज्ञो मेदिनीपतिः ।	त्रिपदस्त्रिदशाध्यक्षः	महाशृङ्गः कृतान्तकृत् ॥५७॥					FALSE	TRUE	TRUE			
vsn_094	VS-58	अनुष्टुप्	महावराहो गोविन्दः सुषेणः कनकाङ्गदी । गुह्यो गभीरो गहनो गुप्तश्चक्रगदाधरः ॥५८॥	महावराहो गोविन्दः	सुषेणः कनकाङ्गदी ।	गुह्यो गभीरो गहनः	गुप्तश्चक्रगदाधरः ॥५८॥					FALSE	TRUE	TRUE			
vsn_095	VS-59	अनुष्टुप्	वेधाः स्वाङ्गोऽजितः कृष्णो दृढः सङ्कर्षणोऽच्युतः । वरुणो वारुणो वृक्षः पुष्कराक्षो महामनाः ॥५९॥	वेधाः स्वाङ्गोऽजितः कृष्णः	दृढः सङ्कर्षणोऽच्युतः ।	वरुणो वारुणो वृक्षः	पुष्कराक्षो महामनाः ॥५९॥					FALSE	TRUE	TRUE			
vsn_096	VS-60	अनुष्टुप्	भगवान् भगहाऽऽनन्दी वनमाली हलायुधः । आदित्यो ज्योतिरादित्यः सहिष्णुर्गतिसत्तमः ॥६०॥	भगवान् भगहाऽऽनन्दी	वनमाली हलायुधः ।	आदित्यो ज्योतिरादित्यः	सहिष्णुर्गतिसत्तमः ॥६०॥					FALSE	TRUE	TRUE			
vsn_097	VS-61	अनुष्टुप्	सुधन्वा खण्डपरशुर्दारुणो द्रविणप्रदः । दिवःस्पृक् सर्वदृग्व्यासो वाचस्पतिरयोनिजः ॥६१॥	सुधन्वा खण्डपरशुः	दारुणो द्रविणप्रदः ।	दिवःस्पृक् सर्वदृग्व्यासः	वाचस्पतिरयोनिजः ॥६१॥					FALSE	TRUE	TRUE			
vsn_098	VS-62	अनुष्टुप्	त्रिसामा सामगः साम निर्वाणं भेषजं भिषक् । सन्यासकृच्छमः शान्तो निष्ठा शान्तिः परायणम् ॥६२॥	त्रिसामा सामगः साम	निर्वाणं भेषजं भिषक् ।	सन्यासकृच्छमः शान्तः	निष्ठा शान्तिः परायणम् ॥६२॥					FALSE	TRUE	TRUE			
vsn_099	VS-63	अनुष्टुप्	शुभाङ्गः शान्तिदः स्रष्टा कुमुदः कुवलेशयः । गोहितो गोपतिर्गोप्ता वृषभाक्षो वृषप्रियः ॥६३॥	शुभाङ्गः शान्तिदः स्रष्टा	कुमुदः कुवलेशयः ।	गोहितो गोपतिर्गोप्ता	वृषभाक्षो वृषप्रियः ॥६३॥					FALSE	TRUE	TRUE			
vsn_100	VS-64	अनुष्टुप्	अनिवर्ती निवृत्तात्मा सङ्क्षेप्ता क्षेमकृच्छिवः । श्रीवत्सवक्षाः श्रीवासः श्रीपतिः श्रीमतांवरः ॥६४॥	अनिवर्ती निवृत्तात्मा	सङ्क्षेप्ता क्षेमकृच्छिवः ।	श्रीवत्सवक्षाः श्रीवासः	श्रीपतिः श्रीमतांवरः ॥६४॥					FALSE	TRUE	TRUE			
vsn_101	VS-65	अनुष्टुप्	श्रीदः श्रीशः श्रीनिवासः श्रीनिधिः श्रीविभावनः । श्रीधरः श्रीकरः श्रेयः श्रीमाँल्लोकत्रयाश्रयः ॥६५॥	श्रीदः श्रीशः श्रीनिवासः	श्रीनिधिः श्रीविभावनः ।	श्रीधरः श्रीकरः श्रेयः	श्रीमाँल्लोकत्रयाश्रयः ॥६५॥					FALSE	TRUE	TRUE			
vsn_102	VS-66	अनुष्टुप्	स्वक्षः स्वङ्गः शतानन्दो नन्दिर्ज्योतिर्गणेश्वरः । विजितात्माऽविधेयात्मा सत्कीर्तिच्छिन्नसंशयः ॥६६॥	स्वक्षः स्वङ्गः शतानन्दः	नन्दिर्ज्योतिर्गणेश्वरः ।	विजितात्माऽविधेयात्मा	सत्कीर्तिच्छिन्नसंशयः ॥६६॥					FALSE	TRUE	TRUE			
vsn_103	VS-67	अनुष्टुप्	उदीर्णः सर्वतश्चक्षुरनीशः शाश्वतस्थिरः । भूशयो भूषणो भूतिर्विशोकः शोकनाशनः ॥६७॥	उदीर्णः सर्वतश्चक्षुः	अनीशः शाश्वतस्थिरः ।	भूशयो भूषणो भूतिर्ः	विशोकः शोकनाशनः ॥६७॥					FALSE	TRUE	TRUE			
vsn_104	VS-68	अनुष्टुप्	अर्चिष्मानर्चितः कुम्भो विशुद्धात्मा विशोधनः । अनिरुद्धोऽप्रतिरथः प्रद्युम्नोऽमितविक्रमः ॥६८॥	अर्चिष्मानर्चितः कुम्भः	विशुद्धात्मा विशोधनः ।	अनिरुद्धोऽप्रतिरथः	प्रद्युम्नोऽमितविक्रमः ॥६८॥					FALSE	TRUE	TRUE			
vsn_105	VS-69	अनुष्टुप्	कालनेमिनिहा वीरः शौरिः शूरजनेश्वरः । त्रिलोकात्मा त्रिलोकेशः केशवः केशिहा हरिः ॥६९॥	कालनेमिनिहा वीरः	शौरिः शूरजनेश्वरः ।	त्रिलोकात्मा त्रिलोकेशः	केशवः केशिहा हरिः ॥६९॥					FALSE	TRUE	TRUE			
vsn_106	VS-70	अनुष्टुप्	कामदेवः कामपालः कामी कान्तः कृतागमः । अनिर्देश्यवपुर्विष्णुर्वीरोऽनन्तो धनञ्जयः ॥७०॥	कामदेवः कामपालः	कामी कान्तः कृतागमः ।	अनिर्देश्यवपुर्विष्णुः	वीरोऽनन्तो धनञ्जयः ॥७०॥					FALSE	TRUE	TRUE			
vsn_107	VS-71	अनुष्टुप्	ब्रह्मण्यो ब्रह्मकृद् ब्रह्मा ब्रह्म ब्रह्मविवर्धनः । ब्रह्मविद् ब्राह्मणो ब्रह्मी ब्रह्मज्ञो ब्राह्मणप्रियः ॥७१॥	ब्रह्मण्यो ब्रह्मकृद् ब्रह्मा	ब्रह्म ब्रह्मविवर्धनः ।	ब्रह्मविद् ब्राह्मणो ब्रह्मी	ब्रह्मज्ञो ब्राह्मणप्रियः ॥७१॥					FALSE	TRUE	TRUE			
vsn_108	VS-72	अनुष्टुप्	महाक्रमो महाकर्मा महातेजा महोरगः । महाक्रतुर्महायज्वा महायज्ञो महाहविः ॥७२॥	महाक्रमो महाकर्मा	महातेजा महोरगः ।	महाक्रतुर्महायज्वा	महायज्ञो महाहविः ॥७२॥					FALSE	TRUE	TRUE			
vsn_109	VS-73	अनुष्टुप्	स्तव्यः स्तवप्रियः स्तोत्रं स्तुतिः स्तोता रणप्रियः । पूर्णः पूरयिता पुण्यः पुण्यकीर्तिरनामयः ॥७३॥	स्तव्यः स्तवप्रियः स्तोत्रम्	स्तुतिः स्तोता रणप्रियः ।	पूर्णः पूरयिता पुण्यः	पुण्यकीर्तिरनामयः ॥७३॥					FALSE	TRUE	TRUE			
vsn_110	VS-74	अनुष्टुप्	मनोजवस्तीर्थकरो वसुरेता वसुप्रदः । वसुप्रदो वासुदेवो वसुर्वसुमना हविः ॥७४॥	मनोजवस्तीर्थकरः	वसुरेता वसुप्रदः ।	वसुप्रदो वासुदेवो वसुः	वसुमना हविः ॥७४॥					FALSE	TRUE	TRUE			
vsn_111	VS-75	अनुष्टुप्	सद्गतिः सत्कृतिः सत्ता सद्भूतिः सत्परायणः । शूरसेनो यदुश्रेष्ठः सन्निवासः सुयामुनः ॥७५॥	सद्गतिः सत्कृतिः सत्ता	सद्भूतिः सत्परायणः ।	शूरसेनो यदुश्रेष्ठः	सन्निवासः सुयामुनः ॥७५॥					FALSE	TRUE	TRUE			
vsn_112	VS-76	अनुष्टुप्	भूतावासो वासुदेवः सर्वासुनिलयोऽनलः । दर्पहा दर्पदो दृप्तो दुर्धरोऽथापराजितः ॥७६॥	भूतावासो वासुदेवः	सर्वासुनिलयोऽनलः ।	दर्पहा दर्पदो दृप्तः	दुर्धरोऽथापराजितः ॥७६॥					FALSE	TRUE	TRUE			
vsn_113	VS-77	अनुष्टुप्	विश्वमूर्तिर्महामूर्तिर्दीप्तमूर्तिरमूर्तिमान् । अनेकमूर्तिरव्यक्तः शतमूर्तिः शताननः ॥७७॥	विश्वमूर्तिर्महामूर्तिः	दीप्तमूर्तिरमूर्तिमान् ।	अनेकमूर्तिरव्यक्तः	शतमूर्तिः शताननः ॥७७॥					FALSE	TRUE	TRUE			
vsn_114	VS-78	अनुष्टुप्	एको नैकः स्तवः कः किं यत्तत्पदमनुत्तमम् । लोकबन्धुर्लोकनाथो माधवो भक्तवत्सलः ॥७८॥	एको नैकः स्तवः कः	किं यत्तत्पदमनुत्तमम् ।	लोकबन्धुर्लोकनाथः	माधवो भक्तवत्सलः ॥७८॥					FALSE	TRUE	TRUE			
vsn_115	VS-79	अनुष्टुप्	सुवर्णवर्णो हेमाङ्गो वराङ्गश्चन्दनाङ्गदी । वीरहा विषमः शून्यो घृताशीरचलश्चलः ॥७९॥	सुवर्णवर्णो हेमाङ्गः	वराङ्गश्चन्दनाङ्गदी ।	वीरहा विषमः शून्यः	घृताशीरचलश्चलः ॥७९॥					FALSE	TRUE	TRUE			
vsn_116	VS-80	अनुष्टुप्	अमानी मानदो मान्यो लोकस्वामी त्रिलोकधृत् । सुमेधा मेधजो धन्यः सत्यमेधा धराधरः ॥८०॥	अमानी मानदो मान्यः	लोकस्वामी त्रिलोकधृत् ।	सुमेधा मेधजो धन्यः	सत्यमेधा धराधरः ॥८०॥					FALSE	TRUE	TRUE			
vsn_117	VS-81	अनुष्टुप्	तेजोऽवृषो द्युतिधरः सर्वशस्त्रभृतांवरः । प्रग्रहो निग्रहो व्यग्रो नैकशृङ्गो गदाग्रजः ॥८१॥	तेजोऽवृषो द्युतिधरः	सर्वशस्त्रभृतांवरः ।	प्रग्रहो निग्रहो व्यग्रः	नैकशृङ्गो गदाग्रजः ॥८१॥					FALSE	TRUE	TRUE			
vsn_118	VS-82	अनुष्टुप्	चतुर्मूर्तिश्चतुर्बाहुश्चतुर्व्यूहश्चतुर्गतिः । चतुरात्मा चतुर्भावश्चतुर्वेदविदेकपात् ॥८२॥	चतुर्मूर्तिश्चतुर्बाहुः	चतुर्व्यूहश्चतुर्गतिः ।	चतुरात्मा चतुर्भावः	चतुर्वेदविदेकपात् ॥८२॥					FALSE	TRUE	TRUE			
vsn_119	VS-83	अनुष्टुप्	समावर्तोऽनिवृत्तात्मा दुर्जयो दुरतिक्रमः । दुर्लभो दुर्गमो दुर्गो दुरावासो दुरारिहा ॥८३॥	समावर्तोऽनिवृत्तात्मा	दुर्जयो दुरतिक्रमः ।	दुर्लभो दुर्गमो दुर्गः	दुरावासो दुरारिहा ॥८३॥					FALSE	TRUE	TRUE			
vsn_120	VS-84	अनुष्टुप्	शुभाङ्गो लोकसारङ्गः सुतन्तुस्तन्तुवर्धनः । इन्द्रकर्मा महाकर्मा कृतकर्मा कृतागमः ॥८४॥	शुभाङ्गो लोकसारङ्गः	सुतन्तुस्तन्तुवर्धनः ।	इन्द्रकर्मा महाकर्मा	कृतकर्मा कृतागमः ॥८४॥					FALSE	TRUE	TRUE			
vsn_121	VS-85	अनुष्टुप्	उद्भवः सुन्दरः सुन्दो रत्ननाभः सुलोचनः । अर्को वाजसनः शृङ्गी जयन्तः सर्वविज्जयी ॥८५॥	उद्भवः सुन्दरः सुन्दः	रत्ननाभः सुलोचनः ।	अर्को वाजसनः शृङ्गी	जयन्तः सर्वविज्जयी ॥८५॥					FALSE	TRUE	TRUE			
vsn_122	VS-86	अनुष्टुप्	सुवर्णबिन्दुरक्षोभ्यः सर्ववागीश्वरेश्वरः । महाहृदो महागर्तो महाभूतो महानिधिः ॥८६॥	सुवर्णबिन्दुरक्षोभ्यः	सर्ववागीश्वरेश्वरः ।	महाहृदो महागर्तः	महाभूतो महानिधिः ॥८६॥					FALSE	TRUE	TRUE			
vsn_123	VS-87	अनुष्टुप्	कुमुदः कुन्दरः कुन्दः पर्जन्यः पावनोऽनिलः । अमृताशोऽमृतवपुः सर्वज्ञः सर्वतोमुखः ॥८७॥	कुमुदः कुन्दरः कुन्दः	पर्जन्यः पावनोऽनिलः ।	अमृताशोऽमृतवपुः	सर्वज्ञः सर्वतोमुखः ॥८७॥					FALSE	TRUE	TRUE			
vsn_124	VS-88	अनुष्टुप्	सुलभः सुव्रतः सिद्धः शत्रुजिच्छत्रुतापनः । न्यग्रोधोऽदुम्बरोऽश्वत्थश्चाणूरान्ध्रनिषूदनः ॥८८॥	सुलभः सुव्रतः सिद्धः	शत्रुजिच्छत्रुतापनः ।	न्यग्रोधोऽदुम्बरोऽश्वत्थः	चाणूरान्ध्रनिषूदनः ॥८८॥					FALSE	TRUE	TRUE			
vsn_125	VS-89	अनुष्टुप्	सहस्रार्चिः सप्तजिह्वः सप्तैधाः सप्तवाहनः । अमूर्तिरनघोऽचिन्त्यो भयकृद्भयनाशनः ॥८९॥	सहस्रार्चिः सप्तजिह्वः	सप्तैधाः सप्तवाहनः ।	अमूर्तिरनघोऽचिन्त्यः	भयकृद्भयनाशनः ॥८९॥					FALSE	TRUE	TRUE			
vsn_126	VS-90	अनुष्टुप्	अणुर्बृहत्कृशः स्थूलो गुणभृन्निर्गुणो महान् । अधृतः स्वधृतः स्वास्यः प्राग्वंशो वंशवर्धनः ॥९०॥	अणुर्बृहत्कृशः स्थूलः	गुणभृन्निर्गुणो महान् ।	अधृतः स्वधृतः स्वास्यः	प्राग्वंशो वंशवर्धनः ॥९०॥					FALSE	TRUE	TRUE			
